rok;okrsek;strana;pocet_hlasu_abs;pocet_hlasu_perc
2002;50;Komunistická str.Čech a Moravy;825;9.34
2018;1015;PRO Zdraví a Sport;16;0.15
2010;86;Česká str.sociálně demokrat.;3753;17.65
2018;1001;Komunistická str.Čech a Moravy;334;3.13
2014;5014;Strana zelených;121;2.21
2002;79;Unie svobody-Demokratická unie;130;2.21
2014;1022;DOMOV;50;0.45
2010;70;Volte Pr.Blok www.cibulka.net;11;0.09
2014;2007;TOP 09 a nezávislí;448;5.81
2010;12;Koalice pro Pardubice;592;4.14
2002;90;Sdružení pro Pardubice;1826;22.57
2018;2004;Sdružení pro Pardubice;438;4.81
2010;88;SDRUŽENÍ PRO PARDUBICE;7306;36.00
2014;2018;NEZÁVISLÍ;36;0.39
2002;45;Česká str.sociálně demokrat.;2035;20.85
2002;48;Unie svobody-Demokratická unie;512;4.10
2006;30;Česká str.sociálně demokrat.;3232;24.21
2014;3013;Strana zelených;311;2.37
2006;2;Koal.pro Pard.,KDU-ČSL+Nestran;591;5.95
2010;40;Volte Pr.Blok www.cibulka.net;17;0.16
2006;59;NEZ.DEMOKRATÉ(předs.V.Železný);29;0.23
2010;25;PARDUBÁCI;1225;13.69
2006;77;Koruna Česká (monarch.strana);6;0.06
2018;2013;JAUNER Československo 2018;0;0.00
2006;75;Koruna Česká (monarch.strana);5;0.06
2014;5017;Strana zelených;203;1.75
2018;7002;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;5;0.03
2006;82;Sdružení pro Pardubice;3283;29.51
2018;5015;Koalice pro Pardubice;552;4.95
2006;35;Sdružení pro Pardubice;1235;16.07
2018;2008;Pardubáci společně;593;6.47
2002;22;Komunistická str.Čech a Moravy;2533;19.70
2014;7004;Koal. pro Pard., KDU-ČSL,NESTR;282;3.90
2014;3009;Sdružení pro Pard. - SNK ED,NK;830;9.92
2018;5006;Česká pirátská strana;918;9.50
2018;1018;Pardubáci společně;1057;9.57
2014;5016;TOP 09 a nezávislí;438;5.19
2014;7006;ZEMANOVCI, Sdružení SPO, NK;1;0.04
2010;44;Komunistická str.Čech a Moravy;813;7.42
2018;3004;Sdružení pro Pardubice;303;3.58
2010;85;Koalice pro Pardubice;25;0.97
2014;3009;DOMOV;123;1.47
2010;11;PERNŠTEJN -pol.str.ALTERNATIVA;108;0.83
2006;11;Komunistická str.Čech a Moravy;1421;11.14
2014;5007;ANO 2011;1096;13.04
2010;25;SDRUŽENÍ PRO PARDUBICE;1327;14.84
2002;57;Česká str.sociálně demokrat.;3131;16.79
2014;2001;Česká str.sociálně demokrat.;907;8.69
2014;2007;ANO 2011;1592;20.63
2014;8001;PARDUBÁCI,Sdružení ČSR, NK;173;8.18
2010;83;Volte Pr.Blok www.cibulka.net;65;0.54
2002;54;Pravý Blok;7;0.08
2006;16;Komunistická str.Čech a Moravy;869;11.88
2010;5;Komunistická str.Čech a Moravy;1024;12.44
2006;81;Koal.pro Pard.,KDU-ČSL+Nestran;342;5.37
2006;49;Občanská demokratická strana;5265;39.74
2014;5006;Koal. pro Pard., KDU-ČSL,NESTR;571;6.01
2014;5004;NEZÁVISLÍ;24;0.34
2014;5003;Sdružení pro Pard. - SNK ED,NK;728;11.88
2018;3003;Koalice pro Pardubice;871;11.37
2014;1022;Naše Pardubice, FairPlay,NK;387;3.47
2002;49;Pravý Blok;2;0.02
2014;2008;ANO 2011;1508;18.16
2002;44;Česká str.sociálně demokrat.;1910;17.03
2010;3;Strana Práv Občanů ZEMANOVCI;172;1.82
2006;65;Sdružení pro Pardubice;1674;18.16
2010;80;Věci veřejné (VV);527;3.05
2018;5004;Česká pirátská strana;934;12.22
2014;2010;ZEMANOVCI, Sdružení SPO, NK;7;0.08
2002;29;Nezávislí Pardubičtí kandidáti;79;0.57
2014;5011;TOP 09 a nezávislí;938;8.45
2018;4001;NAŠE PARDUBICE;1914;7.96
2014;5011;PARDUBÁCI,Sdružení ČSR, NK;463;4.17
2014;1002;TOP 09 a nezávislí;457;6.29
2006;48;Občanská demokratická strana;5250;41.28
2018;1016;Strana soukromníků ČR;8;0.10
2010;62;TOP 09 a nezávislí;1469;14.46
2018;1022;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;12;0.11
2018;1011;Svob.a př.dem.-T.Okamura (SPD);455;4.05
2002;37;Strana za životní jistoty;110;1.13
2002;9;Strana za životní jistoty;27;0.27
2010;42;Zelená pro Pardubice (SZ, NK);316;2.98
2010;72;SDRUŽENÍ PRO PARDUBICE;3558;23.20
2014;1021;NEZÁVISLÍ;29;0.27
2006;91;NEZ.DEMOKRATÉ(předs.V.Železný);13;0.62
2018;1019;JAUNER Československo 2018;1;0.01
2018;3014;Svob.a př.dem.-T.Okamura (SPD);857;5.35
2010;84;Suverenita-blok J.Bobošíkové;65;1.63
2002;48;Nezávislí Pardubičtí kandidáti;154;1.23
2014;1011;PATRIOTI PARDUBIC, PATRIOTI,NK;402;4.33
2014;6005;Koal. pro Pard., KDU-ČSL,NESTR;3;0.08
2010;28;Koalice pro Pardubice;428;4.14
2002;79;NEZÁVISLÍ;102;1.74
2014;7002;PATRIOTI PARDUBIC, PATRIOTI,NK;538;4.37
2018;6003;Koalice pro Pardubice;1276;6.23
2014;5005;TOP 09 a nezávislí;689;7.10
2018;7002;Občanská demokratická strana;1746;11.45
2006;7;Sdružení pro Pardubice;2441;20.83
2010;29;Komunistická str.Čech a Moravy;1510;12.07
2014;1006;Strana zelených;244;2.70
2002;32;Občanská demokratická strana;4423;37.66
2018;5002;ANO 2011;2519;25.73
2002;63;NEZÁVISLÍ;374;4.16
2014;1019;Česká str.sociálně demokrat.;522;5.95
2018;5012;NAŠE PARDUBICE;488;5.66
2010;81;Komunistická str.Čech a Moravy;2094;11.86
2014;2004;Koal. pro Pard., KDU-ČSL,NESTR;585;6.91
2010;87;Komunistická str.Čech a Moravy;829;6.04
2014;1014;Pard. pro lidi a Souk SsČR,PPL;14;0.25
2006;51;Občanská demokratická strana;6003;46.42
2010;24;Zelená pro Pardubice (SZ, NK);227;2.38
2014;1018;ANO 2011;2084;18.01
2014;5005;Sdružení pro Pard. - SNK ED,NK;919;9.47
2006;63;Česká str.sociálně demokrat.;2125;21.98
2002;21;Strana za životní jistoty;54;0.48
2014;1014;ZEMANOVCI, Sdružení SPO, NK;6;0.11
2018;2004;Koalice pro Pardubice;690;7.58
2018;2018;Česká pirátská strana;809;7.95
2014;1017;Strana zelených;252;4.22
2010;88;Strana Práv Občanů ZEMANOVCI;255;1.26
2010;40;PARDUBÁCI;588;5.36
2014;1021;DOMOV;101;0.95
2010;78;Občanská demokratická strana;1961;15.97
2002;76;NEZÁVISLÍ;182;2.06
2018;3014;ANO 2011;3368;21.03
2018;1012;ANO 2011;3086;26.48
2018;2013;Pardubáci společně;1319;11.76
2010;76;Suverenita-blok J.Bobošíkové;190;2.04
2018;5008;Pardubice pro lidi;147;1.46
2018;1016;Sdružení pro Pardubice;416;5.44
2014;1010;PATRIOTI PARDUBIC, PATRIOTI,NK;500;5.41
2006;24;Česká str.sociálně demokrat.;1950;19.09
2014;4005;Naše Pardubice, FairPlay,NK;316;2.31
2002;6;Sdružení pro Pardubice;1971;17.51
2018;1003;Česká pirátská strana;1231;12.35
2018;1002;Pardubáci společně;969;12.78
2018;1009;ČSSD a nestran. pro Pardubice;692;7.99
2010;73;TOP 09 a nezávislí;677;6.47
2018;5003;Občanská demokratická strana;1080;16.24
2010;68;Občanská demokratická strana;1733;14.69
2018;1017;Strana soukromníků ČR;11;0.18
2006;28;NEZ.DEMOKRATÉ(předs.V.Železný);16;0.15
2014;2004;ZEMANOVCI, Sdružení SPO, NK;7;0.08
2014;3012;Komunistická str.Čech a Moravy;1117;8.10
2010;76;Občanská demokratická strana;1515;16.24
2010;86;Suverenita-blok J.Bobošíkové;394;1.85
2002;27;NEZÁVISLÍ;359;3.75
2014;5017;Pard. pro lidi a Souk SsČR,PPL;27;0.23
2014;5006;Komunistická str.Čech a Moravy;525;5.52
2006;83;Koruna Česká (monarch.strana);4;0.05
2014;5013;Pard. pro lidi a Souk SsČR,PPL;134;2.24
2014;6005;Česká str.sociálně demokrat.;308;8.39
2014;4001;PATRIOTI PARDUBIC, PATRIOTI,NK;1334;6.24
2018;2002;Pardubice pro lidi;334;4.14
2018;6004;Pardubáci společně;737;5.17
2006;15;Koruna Česká (monarch.strana);7;0.05
2002;37;Pravý Blok;9;0.09
2006;38;Koal.pro Pard.,KDU-ČSL+Nestran;507;4.60
2006;9;Zelená pro Pardubice;601;6.55
2006;33;Komunistická str.Čech a Moravy;1351;13.73
2002;56;Naděje;351;4.47
2014;5002;Sdružení pro Pard. - SNK ED,NK;1285;16.23
2010;45;Suverenita-blok J.Bobošíkové;256;2.90
2002;10;Pravý Blok;1;0.01
2006;54;Sdružení pro Pardubice;2260;18.86
2018;3001;ČSSD a nestran. pro Pardubice;416;5.52
2018;6002;Komunistická str.Čech a Moravy;1770;9.85
2010;48;Česká str.sociálně demokrat.;1960;15.65
2018;5007;Česká pirátská strana;860;9.39
2014;1010;Komunistická str.Čech a Moravy;1112;12.04
2014;3002;Koal. pro Pard., KDU-ČSL,NESTR;267;3.20
2010;60;Suverenita-blok J.Bobošíkové;25;0.37
2018;1014;ANO 2011;1211;22.24
2010;40;Komunistická str.Čech a Moravy;1495;13.64
2002;75;Strana za životní jistoty;34;0.38
2006;41;NEZ.DEMOKRATÉ(předs.V.Železný);7;0.06
2018;1001;JAUNER Československo 2018;1;0.01
2006;19;Koruna Česká (monarch.strana);6;0.05
2002;26;Křesť.demokr.unie-Čs.str.lid.;801;8.22
2014;3015;PATRIOTI PARDUBIC, PATRIOTI,NK;620;7.48
2014;1010;DOMOV;46;0.50
2014;2008;Pard. pro lidi a Souk SsČR,PPL;114;1.37
2006;85;NEZ.DEMOKRATÉ(předs.V.Železný);5;0.23
2018;2003;Občanská demokratická strana;1557;16.53
2018;2002;Občanská demokratická strana;976;12.09
2006;10;Koal.pro Pard.,KDU-ČSL+Nestran;554;5.23
2018;2011;Komunistická str.Čech a Moravy;679;7.93
2014;1005;Česká str.sociálně demokrat.;861;12.27
2010;18;Občanská demokratická strana;2751;20.05
2010;25;Česká str.sociálně demokrat.;2220;24.82
2010;89;Komunistická str.Čech a Moravy;1082;14.20
2010;82;Česká str.sociálně demokrat.;2805;20.91
2010;26;Suverenita-blok J.Bobošíkové;128;1.32
2002;26;Strana za životní jistoty;9;0.09
2002;84;Křesť.demokr.unie-Čs.str.lid.;247;5.35
2018;1004;ANO 2011;3143;34.42
2018;3004;Koalice pro Pardubice;479;5.66
2010;16;Strana Práv Občanů ZEMANOVCI;399;4.42
2018;3010;Pardubáci společně;1277;9.30
2018;5004;PRO Zdraví a Sport;20;0.26
2010;67;Volte Pr.Blok www.cibulka.net;24;0.19
2018;7004;Česká pirátská strana;891;12.18
2002;40;Sdružení pro Pardubice;1148;10.67
2014;7004;Naše Pardubice, FairPlay,NK;105;1.45
2010;59;PARDUBÁCI;1587;10.72
2010;7;Koalice pro Pardubice;382;3.95
2006;32;Koruna Česká (monarch.strana);1;0.01
2014;2017;Svobodní, Strana svobod.občanů;232;2.15
2014;3014;Naše Pardubice, FairPlay,NK;309;2.29
2018;1005;Strana soukromníků ČR;24;0.33
2018;1012;Česká pirátská strana;1482;12.72
2002;80;Nezávislí Pardubičtí kandidáti;80;0.82
2002;25;Unie svobody-Demokratická unie;414;5.39
2010;9;PERNŠTEJN -pol.str.ALTERNATIVA;118;1.16
2018;1002;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;9;0.12
2014;6006;Naše Pardubice, FairPlay,NK;8;0.24
2018;3003;Strana soukromníků ČR;146;1.91
2002;49;Naděje;190;1.57
2014;2018;Naše Pardubice, FairPlay,NK;90;0.97
2014;5016;Komunistická str.Čech a Moravy;768;9.10
2014;7005;Komunistická str.Čech a Moravy;789;8.95
2018;1005;Občanská demokratická strana;629;8.62
2018;2005;Pardubáci společně;256;3.64
2002;42;Naděje;557;5.72
2010;39;Suverenita-blok J.Bobošíkové;393;1.79
2014;4003;PATRIOTI PARDUBIC, PATRIOTI,NK;712;5.59
2002;14;Křesť.demokr.unie-Čs.str.lid.;392;4.76
2014;3014;Pard. pro lidi a Souk SsČR,PPL;265;1.97
2014;2011;Pard. pro lidi a Souk SsČR,PPL;112;1.63
2002;2;Sdružení pro Pardubice;1090;11.89
2018;1013;JAUNER Československo 2018;0;0.00
2018;5003;ČSSD a nestran. pro Pardubice;343;5.16
2018;5014;Koalice pro Pardubice;289;4.88
2014;3010;Svobodní, Strana svobod.občanů;398;3.46
2014;2013;Úsvit přímé demokracie;137;1.33
2018;1014;Občanská demokratická strana;954;17.52
2014;2016;Koal. pro Pard., KDU-ČSL,NESTR;594;6.20
2014;2018;Svobodní, Strana svobod.občanů;833;9.02
2010;65;SDRUŽENÍ PRO PARDUBICE;1768;19.66
2014;2009;Svobodní, Strana svobod.občanů;375;5.23
2006;29;Česká str.sociálně demokrat.;2595;19.26
2014;3010;Komunistická str.Čech a Moravy;1233;10.71
2014;1009;TOP 09 a nezávislí;219;2.76
2014;6004;ZEMANOVCI, Sdružení SPO, NK;4;0.03
2014;6003;PATRIOTI PARDUBIC, PATRIOTI,NK;604;4.02
2006;14;Komunistická str.Čech a Moravy;981;12.61
2006;88;Koruna Česká (monarch.strana);9;0.06
2002;51;Nezávislí Pardubičtí kandidáti;173;1.21
2018;1013;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;10;0.10
2010;55;Občanská demokratická strana;2367;14.05
2006;22;Sdružení pro Pardubice;880;23.89
2010;13;SDRUŽENÍ PRO PARDUBICE;2128;18.78
2006;91;Česká str.sociálně demokrat.;311;14.87
2014;1006;Naše Pardubice, FairPlay,NK;296;3.27
2014;3005;Sdružení pro Pard. - SNK ED,NK;1934;14.11
2010;80;PARDUBÁCI;2632;15.22
2010;58;Suverenita-blok J.Bobošíkové;226;1.98
2010;85;Komunistická str.Čech a Moravy;393;15.19
2018;7004;Komunistická str.Čech a Moravy;288;3.94
2018;2012;Komunistická str.Čech a Moravy;689;7.47
2002;89;Pravý Blok;10;0.11
2010;38;TOP 09 a nezávislí;873;7.24
2014;4004;DOMOV;10;0.17
2010;87;Suverenita-blok J.Bobošíkové;192;1.40
2006;26;Zelená pro Pardubice;676;6.41
2014;3003;Sdružení pro Pard. - SNK ED,NK;408;5.91
2002;67;Unie svobody-Demokratická unie;522;4.03
2014;3015;ANO 2011;1468;17.71
2010;34;Komunistická str.Čech a Moravy;667;8.15
2014;2014;ANO 2011;1341;18.01
2002;42;Občanská demokratická strana;4148;42.59
2002;47;Občanská demokratická strana;3319;31.89
2018;1002;PRO Zdraví a Sport;30;0.40
2006;86;Sdružení pro Pardubice;3788;23.69
2014;5018;Sdružení pro Pard. - SNK ED,NK;699;12.33
2014;3008;NEZÁVISLÍ;96;0.92
2018;1020;Sdružení pro Pardubice;674;7.54
2018;5012;Pardubice pro lidi;240;2.78
2010;23;Česká str.sociálně demokrat.;2850;31.12
2018;3013;Česká pirátská strana;1356;9.77
2014;3011;Česká str.sociálně demokrat.;1950;14.65
2002;83;NEZÁVISLÍ;671;7.39
2014;1008;TOP 09 a nezávislí;284;4.46
2014;1013;ZEMANOVCI, Sdružení SPO, NK;4;0.04
2018;3012;Komunistická str.Čech a Moravy;459;3.17
2014;2014;Pard. pro lidi a Souk SsČR,PPL;12;0.16
2010;32;Koalice pro Pardubice;550;5.81
2018;2009;Koalice pro Pardubice;802;8.42
2010;47;SDRUŽENÍ PRO PARDUBICE;3593;25.41
2014;7003;PARDUBÁCI,Sdružení ČSR, NK;1266;5.72
2010;73;Komunistická str.Čech a Moravy;1312;12.54
2014;1010;Sdružení pro Pard. - SNK ED,NK;787;8.52
2014;3009;Naše Pardubice, FairPlay,NK;195;2.33
2014;3015;NEZÁVISLÍ;7;0.08
2018;2010;Komunistická str.Čech a Moravy;205;1.99
2002;12;Strana za životní jistoty;48;0.38
2014;3002;Naše Pardubice, FairPlay,NK;724;8.68
2010;18;Zelená pro Pardubice (SZ, NK);191;1.39
2018;1007;Sdružení pro Pardubice;681;9.06
2002;2;Unie svobody-Demokratická unie;672;7.33
2002;85;Nezávislí Pardubičtí kandidáti;14;0.92
2018;6001;Strana soukromníků ČR;63;0.34
2010;20;PERNŠTEJN -pol.str.ALTERNATIVA;95;0.95
2010;25;PERNŠTEJN -pol.str.ALTERNATIVA;120;1.34
2014;5010;Česká str.sociálně demokrat.;845;8.52
2002;71;Pravý Blok;23;0.19
2006;84;NEZ.DEMOKRATÉ(předs.V.Železný);6;0.15
2002;71;Strana za životní jistoty;61;0.49
2014;2006;Svobodní, Strana svobod.občanů;254;2.55
2018;5001;Občanská demokratická strana;1630;14.15
2010;75;PARDUBÁCI;714;9.14
2010;82;Zelená pro Pardubice (SZ, NK);374;2.79
2002;79;Nezávislí Pardubičtí kandidáti;52;0.88
2010;42;Suverenita-blok J.Bobošíkové;242;2.28
2010;73;Koalice pro Pardubice;514;4.91
2014;5016;NEZÁVISLÍ;7;0.08
2010;18;Věci veřejné (VV);455;3.32
2018;5001;PRO Zdraví a Sport;119;1.03
2002;54;Nezávislí Pardubičtí kandidáti;107;1.29
2002;12;Nezávislí Pardubičtí kandidáti;103;0.80
2002;53;Unie svobody-Demokratická unie;489;4.64
2010;69;TOP 09 a nezávislí;1021;7.98
2014;5002;Koal. pro Pard., KDU-ČSL,NESTR;513;6.48
2006;85;Zelená pro Pardubice;304;14.13
2014;2008;Česká str.sociálně demokrat.;1773;21.35
2002;6;Nezávislí Pardubičtí kandidáti;145;1.29
2010;77;PERNŠTEJN -pol.str.ALTERNATIVA;110;1.03
2006;19;Koal.pro Pard.,KDU-ČSL+Nestran;856;7.43
2014;5001;Koal. pro Pard., KDU-ČSL,NESTR;452;4.36
2014;1005;Sdružení pro Pard. - SNK ED,NK;647;9.22
2018;5006;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;10;0.10
2010;7;TOP 09 a nezávislí;407;4.21
2014;5013;Strana zelených;222;3.70
2018;6005;NAŠE PARDUBICE;130;2.88
2014;1021;TOP 09 a nezávislí;838;7.89
2002;40;Strana za životní jistoty;40;0.37
2002;43;Unie svobody-Demokratická unie;459;3.27
2014;1016;TOP 09 a nezávislí;542;8.11
2014;5009;Občanská demokratická strana;741;7.76
2018;6003;JAUNER Československo 2018;4;0.02
2006;38;Česká str.sociálně demokrat.;2748;24.93
2018;5013;Občanská demokratická strana;711;10.75
2014;3002;DOMOV;8;0.10
2014;4003;Koal. pro Pard., KDU-ČSL,NESTR;795;6.24
2010;76;PERNŠTEJN -pol.str.ALTERNATIVA;106;1.14
2018;5008;JAUNER Československo 2018;0;0.00
2018;1001;NAŠE PARDUBICE;299;2.80
2002;59;Naděje;319;2.76
2014;4004;ANO 2011;1236;21.40
2010;22;Volte Pr.Blok www.cibulka.net;24;0.19
2014;4003;DOMOV;79;0.62
2018;7005;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;10;0.09
2002;70;Naděje;233;1.94
2010;74;PERNŠTEJN -pol.str.ALTERNATIVA;77;1.04
2018;7006;ČSSD a nestran. pro Pardubice;207;4.61
2018;3002;ČSSD a nestran. pro Pardubice;548;6.06
2002;84;Sdružení pro Pardubice;776;16.81
2014;2001;NEZÁVISLÍ;46;0.44
2014;7006;Komunistická str.Čech a Moravy;273;10.97
2014;5017;Komunistická str.Čech a Moravy;978;8.45
2002;29;Sdružení pro Pardubice;1429;10.23
2014;3015;Strana zelených;103;1.24
2010;43;Zelená pro Pardubice (SZ, NK);341;2.56
2002;77;Občanská demokratická strana;3028;33.23
2006;79;Sdružení pro Pardubice;1392;19.65
2002;23;NEZÁVISLÍ;231;3.26
2002;85;Česká str.sociálně demokrat.;324;21.33
2002;87;Naděje;426;4.21
2010;57;PARDUBÁCI;2153;9.01
2018;2014;Svob.a př.dem.-T.Okamura (SPD);437;5.12
2010;20;Suverenita-blok J.Bobošíkové;254;2.55
2010;23;Suverenita-blok J.Bobošíkové;60;0.66
2010;33;Koalice pro Pardubice;436;4.48
2010;85;TOP 09 a nezávislí;45;1.74
2006;37;Komunistická str.Čech a Moravy;1395;14.86
2018;2011;ČSSD a nestran. pro Pardubice;833;9.73
2018;1010;Sdružení pro Pardubice;623;7.04
2014;4001;ZEMANOVCI, Sdružení SPO, NK;30;0.14
2018;1005;ANO 2011;2684;36.77
2018;5009;Strana soukromníků ČR;21;0.21
2010;31;PARDUBÁCI;690;8.71
2014;2014;Naše Pardubice, FairPlay,NK;216;2.90
2018;1011;ANO 2011;2803;24.93
2010;70;PERNŠTEJN -pol.str.ALTERNATIVA;79;0.68
2002;20;Česká str.sociálně demokrat.;871;12.11
2010;91;SDRUŽENÍ PRO PARDUBICE;847;38.19
2002;30;Pravý Blok;9;0.07
2014;5012;Svobodní, Strana svobod.občanů;180;2.37
2014;5005;ZEMANOVCI, Sdružení SPO, NK;11;0.11
2018;2005;Občanská demokratická strana;915;13.02
2018;1015;Komunistická str.Čech a Moravy;323;3.08
2018;1022;Občanská demokratická strana;1964;17.37
2014;1004;PARDUBÁCI,Sdružení ČSR, NK;487;5.82
2018;1016;Svob.a př.dem.-T.Okamura (SPD);99;1.29
2002;45;Sdružení pro Pardubice;1197;12.26
2018;1001;Pardubáci společně;995;9.31
2018;2013;Občanská demokratická strana;2414;21.52
2010;49;Věci veřejné (VV);280;2.13
2010;56;Suverenita-blok J.Bobošíkové;178;2.08
2014;1013;Česká str.sociálně demokrat.;872;9.49
2006;6;Koruna Česká (monarch.strana);5;0.04
2006;3;Sdružení pro Pardubice;1974;19.37
2014;2018;DOMOV;56;0.61
2014;3004;TOP 09 a nezávislí;264;3.50
2014;6001;Koal. pro Pard., KDU-ČSL,NESTR;549;3.66
2010;56;SDRUŽENÍ PRO PARDUBICE;1320;15.42
2002;69;Naděje;258;2.04
2018;1015;Strana soukromníků ČR;15;0.14
2014;2007;Svobodní, Strana svobod.občanů;537;6.96
2018;6006;Občanská demokratická strana;320;11.22
2010;87;Zelená pro Pardubice (SZ, NK);326;2.37
2018;3006;NAŠE PARDUBICE;894;6.44
2014;1011;Svobodní, Strana svobod.občanů;225;2.42
2002;9;Komunistická str.Čech a Moravy;2176;21.80
2014;8001;Strana zelených;86;4.07
2018;1005;Koalice pro Pardubice;360;4.93
2010;62;Věci veřejné (VV);301;2.96
2002;17;NEZÁVISLÍ;285;3.02
2014;5007;ZEMANOVCI, Sdružení SPO, NK;26;0.31
2010;35;Komunistická str.Čech a Moravy;794;10.21
2010;91;Volte Pr.Blok www.cibulka.net;6;0.27
2018;4001;Pardubice pro lidi;766;3.19
2002;38;NEZÁVISLÍ;163;1.35
2006;28;Sdružení pro Pardubice;2185;20.10
2014;5001;Pard. pro lidi a Souk SsČR,PPL;278;2.68
2010;17;PARDUBÁCI;783;10.92
2010;17;SDRUŽENÍ PRO PARDUBICE;1206;16.82
2006;5;Koruna Česká (monarch.strana);1;0.01
2002;70;Sdružení pro Pardubice;1055;8.78
2006;59;Občanská demokratická strana;4992;39.75
2014;5003;Koal. pro Pard., KDU-ČSL,NESTR;293;4.78
2014;2010;Česká str.sociálně demokrat.;618;7.47
2006;32;Zelená pro Pardubice;430;4.05
2002;26;Naděje;332;3.41
2018;1012;Sdružení pro Pardubice;719;6.17
2010;21;Volte Pr.Blok www.cibulka.net;45;0.36
2010;7;Česká str.sociálně demokrat.;1879;19.42
2006;28;Občanská demokratická strana;3943;36.26
2002;17;Komunistická str.Čech a Moravy;1823;19.31
2018;2009;Občanská demokratická strana;1520;15.96
2018;5015;PRO Zdraví a Sport;61;0.55
2014;6002;Naše Pardubice, FairPlay,NK;418;2.59
2002;84;Nezávislí Pardubičtí kandidáti;6;0.13
2018;2005;PRO Zdraví a Sport;16;0.23
2006;87;Zelená pro Pardubice;1046;9.72
2002;75;Nezávislí Pardubičtí kandidáti;109;1.20
2010;26;TOP 09 a nezávislí;505;5.21
2010;91;Zelená pro Pardubice (SZ, NK);20;0.90
2010;54;PARDUBÁCI;1180;8.71
2002;82;Komunistická str.Čech a Moravy;1896;16.22
2010;8;PERNŠTEJN -pol.str.ALTERNATIVA;181;2.10
2010;22;Zelená pro Pardubice (SZ, NK);353;2.84
2014;1003;Sdružení pro Pard. - SNK ED,NK;675;8.23
2014;3012;ANO 2011;3310;24.01
2014;1016;Občanská demokratická strana;465;6.96
2010;71;Suverenita-blok J.Bobošíkové;200;1.54
2002;66;Česká str.sociálně demokrat.;1726;13.76
2006;67;Občanská demokratická strana;4780;39.08
2018;4003;Pardubice pro lidi;220;1.44
2018;1020;Koalice pro Pardubice;756;8.46
2014;5013;Občanská demokratická strana;520;8.68
2002;50;Česká str.sociálně demokrat.;2004;22.68
2010;34;Česká str.sociálně demokrat.;3152;38.53
2002;74;Pravý Blok;18;0.20
2006;7;Koal.pro Pard.,KDU-ČSL+Nestran;761;6.49
2002;29;Naděje;251;1.80
2002;3;Česká str.sociálně demokrat.;1884;17.68
2018;3006;ANO 2011;4023;28.98
2002;33;Naděje;297;2.77
2006;87;Komunistická str.Čech a Moravy;1077;10.01
2018;1001;Občanská demokratická strana;1459;13.65
2018;2005;Strana soukromníků ČR;12;0.17
2002;67;Komunistická str.Čech a Moravy;2295;17.70
2010;56;Koalice pro Pardubice;182;2.13
2018;5017;ČSSD a nestran. pro Pardubice;746;5.37
2002;38;Občanská demokratická strana;4212;34.98
2010;16;Občanská demokratická strana;1165;12.90
2002;91;Strana za životní jistoty;7;0.25
2010;55;PARDUBÁCI;1473;8.74
2014;2002;Svobodní, Strana svobod.občanů;517;6.41
2018;5006;ANO 2011;3182;32.94
2010;65;Občanská demokratická strana;1559;17.33
2010;38;PERNŠTEJN -pol.str.ALTERNATIVA;123;1.02
2014;6004;Koal. pro Pard., KDU-ČSL,NESTR;273;2.23
2002;74;NEZÁVISLÍ;433;4.76
2010;22;Občanská demokratická strana;1720;13.84
2002;64;Komunistická str.Čech a Moravy;904;11.06
